sequence,operation,main_thread,submission_us,latency_us,error
1970,read,true,87.261,5398.236,
1973,read,true,22.19,7869.614,
1976,read,true,104.182,20123.519,
1979,write,true,122.367,26898.406,
1982,read,true,457.046,5746.763,
1985,read,true,107.79,11544.591,
1988,write,true,74.368,16800.605,
1991,read,true,108.57,11192.718,
1994,read,true,16.581,16500.79,
1997,write,true,169.955,15917.72,
2000,read,true,108.38,15899.986,
2003,read,true,37.66,11799.944,
2006,read,true,119.801,20096.9,
2009,write,true,98.411,27786.741,
2012,read,true,369.174,29699.775,
2015,read,true,695.157,11755.392,
2018,write,true,1137.416,36710.247,
2021,read,true,182.258,13215.104,
2024,read,true,59.962,9661.272,
2027,write,true,168.041,18019.001,
2030,read,true,555.678,7676.777,
2033,read,true,67.596,10149.056,
2036,read,true,109.322,14039.03,
2039,write,true,113.61,16425.649,
2042,read,true,106.857,6291.722,
2045,read,true,159.525,3303.397,
2048,write,true,119.511,31697.684,
2051,read,true,118.168,6673.889,
2054,read,true,74.076,5704.664,
2057,write,true,499.465,18445.481,
2060,read,true,98.552,7742.339,
2063,read,true,28.503,8779.14,
2066,read,true,121.315,7030.661,
2069,write,true,146.261,11662.88,
2072,read,true,85.939,9000.639,
2075,read,true,100.486,7987.494,
2078,write,true,172.229,20582.079,
2081,read,true,446.166,14829.754,
2084,read,true,21.781,12073.811,
2087,write,true,383.72,17102.003,
2090,read,true,86.851,9476.2,
2093,read,true,27.24,16598.971,
2096,read,true,124.671,8317.654,
2099,write,true,110.214,10681.142,
2102,read,true,73.145,3825.976,
2105,read,true,128.187,13579.008,
2108,write,true,488.314,51034.295,
2111,read,true,95.217,8761.126,
2114,read,true,17.261,4901.166,
2117,write,true,799.33,12923.444,
2120,read,true,109.664,19409.807,
2123,read,true,18.724,19308.229,
2126,read,true,165.577,14288.343,
2129,write,true,152.132,41652.341,
2132,read,true,204.699,13470.858,
2135,read,true,948.256,13735.638,
2138,write,true,90.117,20295.126,
2141,read,true,79.528,6632.503,
2144,read,true,23.873,5401.373,
2147,write,true,151.01,13722.524,
2150,read,true,102.599,7994.265,
2153,read,true,19.126,6389.162,
2156,read,true,384.03,8608.893,
2159,write,true,124.771,29829.493,
2162,read,true,103.31,7786.38,
2165,read,true,115.223,7512.372,
2168,write,true,124.992,12355.713,
2171,read,true,90.838,11023.816,
2174,read,true,23.655,11336.185,
2177,write,true,315.524,16619.079,
2180,read,true,99.224,7290.662,
2183,read,true,17.201,5363.793,
